LAMMPS (12 Jun 2025)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/comm.cpp:99)
  using 1 OpenMP thread(s) per MPI task
Reading data file ...
  orthogonal box = (-0.08237604 -0.08237604 -0.08237604) to (16.375376 16.375376 16.375376)
  2 by 2 by 2 MPI processor grid
  reading atoms ...
  216 atoms
  reading velocities ...
  216 velocities
  read_data CPU = 0.322 seconds
The scaling is : 3.41e-02.
There are 2 species.
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 7.7
  ghost atom cutoff = 7.7
  binsize = 3.85, bins = 5 5 5
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair mtp, perpetual
      attributes: full, newton on
      pair build: full/bin/atomonly
      stencil: full/bin/3d
      bin: standard
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.001
Per MPI rank memory allocation (min/avg/max) = 3.075 | 3.075 | 3.076 Mbytes
   Step          Temp          Press          Volume         PotEng    
     18100   2318.6487     -7315.5081      4401.8848     -137166.48    
     18200   2462.9488      6244.8859      4410.1323     -137163.71    
     18300   2617.9526      1424.3548      4432.7812     -137161.31    
     18400   2618.8221     -877.36227      4455.4904     -137163.49    
     18500   2503.5974     -9107.1638      4463.254      -137163.79    
     18600   2346.3381      945.24998      4432.9646     -137159.82    
     18700   2605.3041      6658.788       4390.977      -137160.47    
     18800   2535.751       20719.906      4388.0792     -137155.13    
     18900   2190.8562      4633.0691      4455.1818     -137151.83    
     19000   2360.0692     -10763.688      4514.222      -137160.63    
     19100   2490.3709     -431.90958      4502.1255     -137163.59    
     19200   2662.3485      5901.7126      4479.9117     -137160.15    
     19300   2801.6151     -3990.8639      4493.035      -137164.64    
     19400   2430.009      -13045.943      4496.4737     -137163.77    
     19500   2398.2234     -11949.647      4394.1746     -137166.26    
     19600   2583.1931      22700.54       4221.6227     -137168       
     19700   2419.7102      23377.772      4159.7907     -137165.63    
     19800   2457.1903      6361.8967      4221.5002     -137177.14    
     19900   2282.8068     -13091.027      4344.9906     -137171.22    
     20000   2455.9974     -2013.28        4427.3616     -137168.35    
     20100   2476.6348     -10563.074      4480.5857     -137162.74    
     20200   2709.8202     -1829.4569      4459.5231     -137166.66    
     20300   2411.295      -3549.1594      4408.1766     -137162.17    
     20400   2540.0623     -2360.0943      4334.6974     -137171.55    
     20500   2421.3853      6473.8686      4277.4271     -137175.33    
     20600   2143.6258      12126.246      4267.9322     -137166.87    
     20700   2423.9719      7196.8766      4283.3582     -137163.81    
     20800   2483.665       12180.501      4304.5068     -137165.28    
     20900   2469.4462     -12163.907      4356.7584     -137168.24    
     21000   2350.9875     -147.19406      4364.2617     -137166.2     
     21100   2562.887      -10771.54       4382.2529     -137166.01    
     21200   2704.9742      12480.521      4387.1823     -137163.39    
     21300   2382.2617     -5972.7854      4438.6592     -137157.14    
     21400   2283.9927      694.01763      4458.638      -137163.91    
     21500   2232.0162     -5505.6656      4459.5431     -137163.79    
     21600   2409.8821     -1662.8779      4419.4251     -137163.82    
     21700   2517.6836      6642.3435      4368.1302     -137163.86    
     21800   2557.0861     -1043.7402      4347.9948     -137165.9     
     21900   2432.1189     -8275.2643      4350.7474     -137167.32    
     22000   2256.5366      6036.1661      4325.9746     -137168.71    
     22100   2216.3559      2655.3432      4311.231      -137170.81    
     22200   2445.3269      5148.4199      4312.5875     -137166.59    
     22300   2547.7672      10346.006      4319.1183     -137165.55    
     22400   2493.2069     -3254.3249      4359.3046     -137166.96    
     22500   2404.4535     -5049.0434      4405.3191     -137167.71    
     22600   2404.2208      3760.971       4442.6904     -137161.08    
     22700   2690.1901     -12396.611      4475.3243     -137161.36    
     22800   2655.63       -1080.7496      4463.9137     -137162.77    
     22900   2503.7724     -2977.5675      4439.7714     -137166.43    
     23000   2336.4892     -3190.473       4414.2713     -137165.18    
     23100   2464.4123     -7648.3361      4361.9379     -137166.33    
     23200   2649.6648      9470.5706      4283.1704     -137168.02    
     23300   2495.601       10261.321      4267.7511     -137169.63    
     23400   2130.3741     -1129.6237      4283.4196     -137168.63    
     23500   2392.9675      6879.1908      4292.025      -137169.02    
     23600   2450.879       11655.852      4341.4893     -137164.29    
     23700   2582.0534     -2697.8875      4414.9775     -137163.85    
     23800   2493.8776     -1900.0503      4458.9411     -137161.66    
     23900   2274.9144     -3827.5876      4469.2743     -137159.52    
     24000   2408.0297     -1336.8284      4425.9565     -137163.72    
     24100   2831.003      -4199.4078      4382.8064     -137168.7     
     24200   2725.0694      2449.9514      4356.0678     -137166.48    
     24300   2242.6795      10637.813      4364.2741     -137161.85    
     24400   2511.9707     -14176.015      4396.4443     -137167.94    
     24500   2526.6388      4306.5105      4390.7124     -137165.72    
     24600   2583.0733     -45.545617      4404.3627     -137167.97    
     24700   2445.6703     -7023.7906      4421.701      -137164.89    
     24800   2535.1421      876.64473      4413.0307     -137163.13    
     24900   2709.7277     -6454.4323      4406.593      -137163.2     
     25000   2586.9403      10236.615      4390.9787     -137160.73    
     25100   2361.1399     -1704.6627      4409.6886     -137163.07    
     25200   2581.6929     -3480.4279      4420.8375     -137170.13    
     25300   2496.7845      1377.6906      4429.9891     -137166.31    
     25400   2455.9211      861.73165      4434.4184     -137163.73    
     25500   2690.9382     -4823.9347      4444.8698     -137161.95    
     25600   2632.0984      1153.9282      4446.9523     -137160.07    
     25700   2437.0228     -9078.3426      4459.4463     -137162.18    
     25800   2520.8212     -9762.5032      4425.042      -137168.33    
     25900   2495.6347      1355.2182      4334.0601     -137169.72    
     26000   2469.1448      13361.363      4249.3059     -137170.94    
     26100   2137.6812      2374.48        4218.3888     -137171.39    
     26200   2231.3817     -2324.0596      4205.6345     -137171.54    
     26300   2475.6007      8718.8645      4213.6634     -137170.68    
     26400   2573.7426     -1984.4306      4278.8057     -137170.96    
     26500   2487.8206      3198.7728      4367.3591     -137166.19    
     26600   2511.5378      1301.2189      4469.2738     -137160.71    
     26700   2856.2044     -8328.8232      4563.1567     -137161.78    
     26800   2476.8731     -17711.743      4617.8261     -137152.18    
     26900   2599.5355      2105.7116      4559.4344     -137157.86    
     27000   2554.273      -11244.278      4481.7573     -137162.92    
     27100   2336.445       10076.852      4390.4923     -137161.89    
     27200   2452.9985      12379.421      4349.0482     -137164.6     
     27300   2466.5934      1211.7565      4352.567      -137163.3     
     27400   2557.1882     -1333.6095      4355.9212     -137165.21    
     27500   2528.9118     -3400.3671      4343.3733     -137167.19    
     27600   2578.84        2886.6563      4324.3453     -137169.26    
     27700   2581.28        400.46633      4335.9463     -137169.16    
     27800   2511.693      -4603.4786      4382.1224     -137167.92    
     27900   2390.0948     -6765.8759      4419.6048     -137164.23    
     28000   2621.9362     -3205.7892      4411.0505     -137164.07    
     28100   2486.6795      10385.757      4379.998      -137156.85    
     28200   2511.6893      2818.0684      4391.5828     -137163.96    
     28300   2370.4678     -4446.8085      4426.6866     -137167       
     28400   2314.8926     -6986.3786      4430.0374     -137161.7     
     28500   2597.0327      591.55695      4366.8928     -137164.88    
     28600   2609.2989      10648.742      4306.4686     -137166.39    
     28700   2456.004      -312.30435      4292.711      -137170.08    
     28800   2423.0767      4098.182       4304.7784     -137170.92    
     28900   2402.547      -178.17127      4360.3878     -137167.72    
     29000   2370.0489      1445.8263      4413.2101     -137162.5     
     29100   2530.4389     -9851.1964      4476.2846     -137161.25    
     29200   2659.5997     -9747.565       4532.888      -137162.81    
     29300   2456.7699      922.17161      4552.7106     -137159.11    
     29400   2362.3444     -18730.764      4523.7709     -137159.31    
     29500   2559.587       7589.3068      4408.8169     -137170.34    
     29600   2354.9642      13323.884      4362.0966     -137169.07    
     29700   2286.4207      2051.8354      4385.2076     -137164.66    
     29800   2560.495      -6492.7396      4399.9589     -137163.07    
     29900   2709.2129     -6606.403       4391.1285     -137165.7     
     30000   2421.1309      3112.4755      4381.711      -137162.92    
     30100   2325.7061      12634.917      4386.1803     -137163.44    
     30200   2628.7937     -1458.7512      4424.9889     -137166.03    
     30300   2915.3506     -2871.0939      4475.2823     -137164.62    
     30400   2481.8849     -1208.3154      4546.2724     -137156.63    
     30500   2472.097      -13659.517      4570.131      -137160.1     
     30600   2475.6485     -6288.4891      4509.7831     -137161.32    
     30700   2609.785      -4328.9404      4416.9754     -137166.9     
     30800   2241.1705     -4212.168       4328.0934     -137163.68    
