# "IdentifyDiamond.counts.HEX_DIAMOND_FIRST_NEIGHBOR" "IdentifyDiamond.counts.HEX_DIAMOND_SECOND_NEIGHBOR" "IdentifyDiamond.counts.OTHER" "Frame" "IdentifyDiamond.counts.CUBIC_DIAMOND" "IdentifyDiamond.counts.CUBIC_DIAMOND_FIRST_NEIGHBOR" "IdentifyDiamond.counts.CUBIC_DIAMOND_SECOND_NEIGHBOR" "IdentifyDiamond.counts.HEX_DIAMOND" "SourceFrame" "Timestep"
0 0 216 1138 0 0 0 0 1138 2313800 
0 0 216 1139 0 0 0 0 1139 2313900 
0 0 199 1140 1 4 12 0 1140 2314000 
0 0 216 1141 0 0 0 0 1141 2314100 
0 0 216 1142 0 0 0 0 1142 2314200 
0 0 199 1143 1 4 12 0 1143 2314300 
0 0 216 1144 0 0 0 0 1144 2314400 
0 0 216 1145 0 0 0 0 1145 2314500 
0 0 216 1146 0 0 0 0 1146 2314600 
0 0 199 1147 1 4 12 0 1147 2314700 
0 0 216 1148 0 0 0 0 1148 2314800 
0 0 216 1149 0 0 0 0 1149 2314900 
0 0 199 1150 1 4 12 0 1150 2315000 
0 0 216 1151 0 0 0 0 1151 2315100 
0 0 199 1152 1 4 12 0 1152 2315200 
0 0 199 1153 1 4 12 0 1153 2315300 
0 0 199 1154 1 4 12 0 1154 2315400 
0 0 199 1155 1 4 12 0 1155 2315500 
0 0 199 1156 1 4 12 0 1156 2315600 
0 0 199 1157 1 4 12 0 1157 2315700 
0 0 216 1158 0 0 0 0 1158 2315800 
0 0 216 1159 0 0 0 0 1159 2315900 
0 0 199 1160 1 4 12 0 1160 2316000 
0 0 216 1161 0 0 0 0 1161 2316100 
0 0 199 1162 1 4 12 0 1162 2316200 
0 0 199 1163 1 4 12 0 1163 2316300 
0 0 199 1164 1 4 12 0 1164 2316400 
0 0 216 1165 0 0 0 0 1165 2316500 
4 12 199 1166 0 0 0 1 1166 2316600 
0 0 216 1167 0 0 0 0 1167 2316700 
0 0 199 1168 1 4 12 0 1168 2316800 
0 0 216 1169 0 0 0 0 1169 2316900 
0 0 199 1170 1 4 12 0 1170 2317000 
0 0 216 1171 0 0 0 0 1171 2317100 
0 0 199 1172 1 4 12 0 1172 2317200 
0 0 216 1173 0 0 0 0 1173 2317300 
0 0 199 1174 1 4 12 0 1174 2317400 
0 0 199 1175 1 4 12 0 1175 2317500 
0 0 216 1176 0 0 0 0 1176 2317600 
0 0 216 1177 0 0 0 0 1177 2317700 
0 0 199 1178 1 4 12 0 1178 2317800 
0 0 199 1179 1 4 12 0 1179 2317900 
0 0 216 1180 0 0 0 0 1180 2318000 
0 0 199 1181 1 4 12 0 1181 2318100 
0 0 216 1182 0 0 0 0 1182 2318200 
0 0 216 1183 0 0 0 0 1183 2318300 
0 0 199 1184 1 4 12 0 1184 2318400 
0 0 199 1185 1 4 12 0 1185 2318500 
0 0 199 1186 1 4 12 0 1186 2318600 
4 12 199 1187 0 0 0 1 1187 2318700 
0 0 199 1188 1 4 12 0 1188 2318800 
0 0 216 1189 0 0 0 0 1189 2318900 
0 0 216 1190 0 0 0 0 1190 2319000 
0 0 216 1191 0 0 0 0 1191 2319100 
0 0 199 1192 1 4 12 0 1192 2319200 
0 0 216 1193 0 0 0 0 1193 2319300 
0 0 216 1194 0 0 0 0 1194 2319400 
4 12 182 1195 1 4 12 1 1195 2319500 
0 0 199 1196 1 4 12 0 1196 2319600 
0 0 199 1197 1 4 12 0 1197 2319700 
0 0 216 1198 0 0 0 0 1198 2319800 
0 0 216 1199 0 0 0 0 1199 2319900 
0 0 199 1200 1 4 12 0 1200 2320000 
0 0 216 1201 0 0 0 0 1201 2320100 
0 0 216 1202 0 0 0 0 1202 2320200 
0 0 199 1203 1 4 12 0 1203 2320300 
0 0 216 1204 0 0 0 0 1204 2320400 
0 0 216 1205 0 0 0 0 1205 2320500 
0 0 199 1206 1 4 12 0 1206 2320600 
0 0 199 1207 1 4 12 0 1207 2320700 
0 0 199 1208 1 4 12 0 1208 2320800 
0 0 199 1209 1 4 12 0 1209 2320900 
0 0 199 1210 1 4 12 0 1210 2321000 
0 0 199 1211 1 4 12 0 1211 2321100 
0 0 199 1212 1 4 12 0 1212 2321200 
0 0 199 1213 1 4 12 0 1213 2321300 
0 0 216 1214 0 0 0 0 1214 2321400 
0 0 216 1215 0 0 0 0 1215 2321500 
0 0 216 1216 0 0 0 0 1216 2321600 
0 0 199 1217 1 4 12 0 1217 2321700 
0 0 216 1218 0 0 0 0 1218 2321800 
0 0 199 1219 1 4 12 0 1219 2321900 
0 0 199 1220 1 4 12 0 1220 2322000 
0 0 216 1221 0 0 0 0 1221 2322100 
0 0 199 1222 1 4 12 0 1222 2322200 
0 0 216 1223 0 0 0 0 1223 2322300 
0 0 199 1224 1 4 12 0 1224 2322400 
0 0 199 1225 1 4 12 0 1225 2322500 
0 0 216 1226 0 0 0 0 1226 2322600 
0 0 199 1227 1 4 12 0 1227 2322700 
0 0 199 1228 1 4 12 0 1228 2322800 
0 0 216 1229 0 0 0 0 1229 2322900 
0 0 216 1230 0 0 0 0 1230 2323000 
0 0 216 1231 0 0 0 0 1231 2323100 
0 0 199 1232 1 4 12 0 1232 2323200 
0 0 216 1233 0 0 0 0 1233 2323300 
0 0 199 1234 1 4 12 0 1234 2323400 
0 0 199 1235 1 4 12 0 1235 2323500 
0 0 199 1236 1 4 12 0 1236 2323600 
0 0 199 1237 1 4 12 0 1237 2323700 
0 0 199 1238 1 4 12 0 1238 2323800 
0 0 216 1239 0 0 0 0 1239 2323900 
0 0 199 1240 1 4 12 0 1240 2324000 
0 0 216 1241 0 0 0 0 1241 2324100 
0 0 216 1242 0 0 0 0 1242 2324200 
0 0 199 1243 1 4 12 0 1243 2324300 
0 0 216 1244 0 0 0 0 1244 2324400 
0 0 216 1245 0 0 0 0 1245 2324500 
0 0 216 1246 0 0 0 0 1246 2324600 
0 0 199 1247 1 4 12 0 1247 2324700 
0 0 216 1248 0 0 0 0 1248 2324800 
0 0 199 1249 1 4 12 0 1249 2324900 
0 0 199 1250 1 4 12 0 1250 2325000 
0 0 199 1251 1 4 12 0 1251 2325100 
0 0 199 1252 1 4 12 0 1252 2325200 
0 0 199 1253 1 4 12 0 1253 2325300 
0 0 216 1254 0 0 0 0 1254 2325400 
0 0 216 1255 0 0 0 0 1255 2325500 
0 0 199 1256 1 4 12 0 1256 2325600 
0 0 199 1257 1 4 12 0 1257 2325700 
0 0 216 1258 0 0 0 0 1258 2325800 
0 0 216 1259 0 0 0 0 1259 2325900 
0 0 199 1260 1 4 12 0 1260 2326000 
0 0 199 1261 1 4 12 0 1261 2326100 
0 0 216 1262 0 0 0 0 1262 2326200 
0 0 199 1263 1 4 12 0 1263 2326300 
0 0 216 1264 0 0 0 0 1264 2326400 
0 0 216 1265 0 0 0 0 1265 2326500 
0 0 216 1266 0 0 0 0 1266 2326600 
0 0 216 1267 0 0 0 0 1267 2326700 
0 0 216 1268 0 0 0 0 1268 2326800 
0 0 216 1269 0 0 0 0 1269 2326900 
0 0 216 1270 0 0 0 0 1270 2327000 
0 0 216 1271 0 0 0 0 1271 2327100 
0 0 216 1272 0 0 0 0 1272 2327200 
0 0 199 1273 1 4 12 0 1273 2327300 
0 0 216 1274 0 0 0 0 1274 2327400 
0 0 199 1275 1 4 12 0 1275 2327500 
0 0 216 1276 0 0 0 0 1276 2327600 
0 0 199 1277 1 4 12 0 1277 2327700 
0 0 216 1278 0 0 0 0 1278 2327800 
0 0 199 1279 1 4 12 0 1279 2327900 
0 0 216 1280 0 0 0 0 1280 2328000 
0 0 216 1281 0 0 0 0 1281 2328100 
0 0 216 1282 0 0 0 0 1282 2328200 
0 0 216 1283 0 0 0 0 1283 2328300 
0 0 216 1284 0 0 0 0 1284 2328400 
0 0 199 1285 1 4 12 0 1285 2328500 
4 12 199 1286 0 0 0 1 1286 2328600 
0 0 216 1287 0 0 0 0 1287 2328700 
0 0 199 1288 1 4 12 0 1288 2328800 
0 0 216 1289 0 0 0 0 1289 2328900 
0 0 199 1290 1 4 12 0 1290 2329000 
0 0 199 1291 1 4 12 0 1291 2329100 
0 0 199 1292 1 4 12 0 1292 2329200 
0 0 199 1293 1 4 12 0 1293 2329300 
0 0 216 1294 0 0 0 0 1294 2329400 
0 0 216 1295 0 0 0 0 1295 2329500 
0 0 216 1296 0 0 0 0 1296 2329600 
0 0 216 1297 0 0 0 0 1297 2329700 
0 0 199 1298 1 4 12 0 1298 2329800 
0 0 216 1299 0 0 0 0 1299 2329900 
0 0 199 1300 1 4 12 0 1300 2330000 
0 0 216 1301 0 0 0 0 1301 2330100 
0 0 199 1302 1 4 12 0 1302 2330200 
0 0 199 1303 1 4 12 0 1303 2330300 
0 0 216 1304 0 0 0 0 1304 2330400 
0 0 199 1305 1 4 12 0 1305 2330500 
0 0 199 1306 1 4 12 0 1306 2330600 
0 0 216 1307 0 0 0 0 1307 2330700 
0 0 216 1308 0 0 0 0 1308 2330800 
0 0 199 1309 1 4 12 0 1309 2330900 
0 0 199 1310 1 4 12 0 1310 2331000 
0 0 216 1311 0 0 0 0 1311 2331100 
0 0 199 1312 1 4 12 0 1312 2331200 
0 0 216 1313 0 0 0 0 1313 2331300 
0 0 199 1314 1 4 12 0 1314 2331400 
0 0 216 1315 0 0 0 0 1315 2331500 
0 0 199 1316 1 4 12 0 1316 2331600 
0 0 199 1317 1 4 12 0 1317 2331700 
0 0 216 1318 0 0 0 0 1318 2331800 
0 0 199 1319 1 4 12 0 1319 2331900 
4 12 199 1320 0 0 0 1 1320 2332000 
0 0 216 1321 0 0 0 0 1321 2332100 
0 0 216 1322 0 0 0 0 1322 2332200 
0 0 216 1323 0 0 0 0 1323 2332300 
0 0 216 1324 0 0 0 0 1324 2332400 
0 0 199 1325 1 4 12 0 1325 2332500 
0 0 216 1326 0 0 0 0 1326 2332600 
0 0 199 1327 1 4 12 0 1327 2332700 
0 0 199 1328 1 4 12 0 1328 2332800 
0 0 199 1329 1 4 12 0 1329 2332900 
0 0 216 1330 0 0 0 0 1330 2333000 
0 0 199 1331 1 4 12 0 1331 2333100 
0 0 199 1332 1 4 12 0 1332 2333200 
0 0 216 1333 0 0 0 0 1333 2333300 
0 0 199 1334 1 4 12 0 1334 2333400 
0 0 199 1335 1 4 12 0 1335 2333500 
0 0 199 1336 1 4 12 0 1336 2333600 
0 0 216 1337 0 0 0 0 1337 2333700 
0 0 216 1338 0 0 0 0 1338 2333800 
0 0 199 1339 1 4 12 0 1339 2333900 
0 0 199 1340 1 4 12 0 1340 2334000 
0 0 199 1341 1 4 12 0 1341 2334100 
0 0 199 1342 1 4 12 0 1342 2334200 
0 0 216 1343 0 0 0 0 1343 2334300 
0 0 216 1344 0 0 0 0 1344 2334400 
0 0 199 1345 1 4 12 0 1345 2334500 
0 0 199 1346 1 4 12 0 1346 2334600 
0 0 216 1347 0 0 0 0 1347 2334700 
0 0 216 1348 0 0 0 0 1348 2334800 
0 0 199 1349 1 4 12 0 1349 2334900 
0 0 216 1350 0 0 0 0 1350 2335000 
0 0 216 1351 0 0 0 0 1351 2335100 
0 0 199 1352 1 4 12 0 1352 2335200 
0 0 216 1353 0 0 0 0 1353 2335300 
4 12 182 1354 1 4 12 1 1354 2335400 
0 0 199 1355 1 4 12 0 1355 2335500 
0 0 216 1356 0 0 0 0 1356 2335600 
0 0 199 1357 1 4 12 0 1357 2335700 
0 0 216 1358 0 0 0 0 1358 2335800 
0 0 199 1359 1 4 12 0 1359 2335900 
0 0 199 1360 1 4 12 0 1360 2336000 
0 0 216 1361 0 0 0 0 1361 2336100 
0 0 216 1362 0 0 0 0 1362 2336200 
0 0 199 1363 1 4 12 0 1363 2336300 
0 0 216 1364 0 0 0 0 1364 2336400 
0 0 216 1365 0 0 0 0 1365 2336500 
0 0 199 1366 1 4 12 0 1366 2336600 
0 0 216 1367 0 0 0 0 1367 2336700 
0 0 199 1368 1 4 12 0 1368 2336800 
0 0 199 1369 1 4 12 0 1369 2336900 
0 0 199 1370 1 4 12 0 1370 2337000 
0 0 199 1371 1 4 12 0 1371 2337100 
0 0 199 1372 1 4 12 0 1372 2337200 
0 0 199 1373 1 4 12 0 1373 2337300 
0 0 216 1374 0 0 0 0 1374 2337400 
0 0 216 1375 0 0 0 0 1375 2337500 
0 0 199 1376 1 4 12 0 1376 2337600 
0 0 199 1377 1 4 12 0 1377 2337700 
0 0 199 1378 1 4 12 0 1378 2337800 
0 0 199 1379 1 4 12 0 1379 2337900 
0 0 199 1380 1 4 12 0 1380 2338000 
0 0 216 1381 0 0 0 0 1381 2338100 
0 0 199 1382 1 4 12 0 1382 2338200 
0 0 199 1383 1 4 12 0 1383 2338300 
0 0 216 1384 0 0 0 0 1384 2338400 
0 0 216 1385 0 0 0 0 1385 2338500 
0 0 199 1386 1 4 12 0 1386 2338600 
0 0 216 1387 0 0 0 0 1387 2338700 
0 0 199 1388 1 4 12 0 1388 2338800 
0 0 199 1389 1 4 12 0 1389 2338900 
0 0 216 1390 0 0 0 0 1390 2339000 
0 0 199 1391 1 4 12 0 1391 2339100 
0 0 216 1392 0 0 0 0 1392 2339200 
0 0 216 1393 0 0 0 0 1393 2339300 
0 0 199 1394 1 4 12 0 1394 2339400 
0 0 216 1395 0 0 0 0 1395 2339500 
0 0 199 1396 1 4 12 0 1396 2339600 
0 0 199 1397 1 4 12 0 1397 2339700 
0 0 199 1398 1 4 12 0 1398 2339800 
0 0 199 1399 1 4 12 0 1399 2339900 
0 0 199 1400 1 4 12 0 1400 2340000 
0 0 199 1401 1 4 12 0 1401 2340100 
0 0 199 1402 1 4 12 0 1402 2340200 
0 0 216 1403 0 0 0 0 1403 2340300 
0 0 199 1404 1 4 12 0 1404 2340400 
0 0 216 1405 0 0 0 0 1405 2340500 
0 0 199 1406 1 4 12 0 1406 2340600 
0 0 199 1407 1 4 12 0 1407 2340700 
0 0 199 1408 1 4 12 0 1408 2340800 
0 0 199 1409 1 4 12 0 1409 2340900 
0 0 199 1410 1 4 12 0 1410 2341000 
0 0 216 1411 0 0 0 0 1411 2341100 
0 0 216 1412 0 0 0 0 1412 2341200 
0 0 216 1413 0 0 0 0 1413 2341300 
0 0 199 1414 1 4 12 0 1414 2341400 
0 0 216 1415 0 0 0 0 1415 2341500 
0 0 216 1416 0 0 0 0 1416 2341600 
0 0 216 1417 0 0 0 0 1417 2341700 
4 12 199 1418 0 0 0 1 1418 2341800 
0 0 199 1419 1 4 12 0 1419 2341900 
0 0 199 1420 1 4 12 0 1420 2342000 
0 0 216 1421 0 0 0 0 1421 2342100 
0 0 199 1422 1 4 12 0 1422 2342200 
0 0 216 1423 0 0 0 0 1423 2342300 
0 0 216 1424 0 0 0 0 1424 2342400 
0 0 199 1425 1 4 12 0 1425 2342500 
0 0 199 1426 1 4 12 0 1426 2342600 
0 0 199 1427 1 4 12 0 1427 2342700 
0 0 216 1428 0 0 0 0 1428 2342800 
0 0 199 1429 1 4 12 0 1429 2342900 
0 0 199 1430 1 4 12 0 1430 2343000 
0 0 216 1431 0 0 0 0 1431 2343100 
0 0 199 1432 1 4 12 0 1432 2343200 
0 0 216 1433 0 0 0 0 1433 2343300 
0 0 216 1434 0 0 0 0 1434 2343400 
0 0 199 1435 1 4 12 0 1435 2343500 
0 0 199 1436 1 4 12 0 1436 2343600 
0 0 199 1437 1 4 12 0 1437 2343700 
0 0 199 1438 1 4 12 0 1438 2343800 
0 0 199 1439 1 4 12 0 1439 2343900 
0 0 199 1440 1 4 12 0 1440 2344000 
0 0 199 1441 1 4 12 0 1441 2344100 
0 0 199 1442 1 4 12 0 1442 2344200 
0 0 199 1443 1 4 12 0 1443 2344300 
0 0 199 1444 1 4 12 0 1444 2344400 
0 0 216 1445 0 0 0 0 1445 2344500 
0 0 216 1446 0 0 0 0 1446 2344600 
0 0 216 1447 0 0 0 0 1447 2344700 
0 0 199 1448 1 4 12 0 1448 2344800 
0 0 199 1449 1 4 12 0 1449 2344900 
0 0 216 1450 0 0 0 0 1450 2345000 
0 0 216 1451 0 0 0 0 1451 2345100 
0 0 199 1452 1 4 12 0 1452 2345200 
0 0 199 1453 1 4 12 0 1453 2345300 
0 0 216 1454 0 0 0 0 1454 2345400 
0 0 199 1455 1 4 12 0 1455 2345500 
0 0 199 1456 1 4 12 0 1456 2345600 
0 0 216 1457 0 0 0 0 1457 2345700 
0 0 199 1458 1 4 12 0 1458 2345800 
0 0 199 1459 1 4 12 0 1459 2345900 
0 0 199 1460 1 4 12 0 1460 2346000 
4 12 182 1461 1 4 12 1 1461 2346100 
0 0 199 1462 1 4 12 0 1462 2346200 
0 0 199 1463 1 4 12 0 1463 2346300 
0 0 216 1464 0 0 0 0 1464 2346400 
0 0 199 1465 1 4 12 0 1465 2346500 
0 0 199 1466 1 4 12 0 1466 2346600 
0 0 199 1467 1 4 12 0 1467 2346700 
0 0 216 1468 0 0 0 0 1468 2346800 
0 0 216 1469 0 0 0 0 1469 2346900 
0 0 199 1470 1 4 12 0 1470 2347000 
0 0 216 1471 0 0 0 0 1471 2347100 
0 0 199 1472 1 4 12 0 1472 2347200 
0 0 199 1473 1 4 12 0 1473 2347300 
0 0 216 1474 0 0 0 0 1474 2347400 
0 0 199 1475 1 4 12 0 1475 2347500 
0 0 216 1476 0 0 0 0 1476 2347600 
0 0 216 1477 0 0 0 0 1477 2347700 
0 0 199 1478 1 4 12 0 1478 2347800 
0 0 216 1479 0 0 0 0 1479 2347900 
0 0 216 1480 0 0 0 0 1480 2348000 
0 0 199 1481 1 4 12 0 1481 2348100 
0 0 199 1482 1 4 12 0 1482 2348200 
0 0 216 1483 0 0 0 0 1483 2348300 
0 0 216 1484 0 0 0 0 1484 2348400 
0 0 199 1485 1 4 12 0 1485 2348500 
0 0 216 1486 0 0 0 0 1486 2348600 
0 0 199 1487 1 4 12 0 1487 2348700 
0 0 216 1488 0 0 0 0 1488 2348800 
0 0 199 1489 1 4 12 0 1489 2348900 
0 0 216 1490 0 0 0 0 1490 2349000 
0 0 216 1491 0 0 0 0 1491 2349100 
0 0 199 1492 1 4 12 0 1492 2349200 
0 0 216 1493 0 0 0 0 1493 2349300 
0 0 199 1494 1 4 12 0 1494 2349400 
0 0 216 1495 0 0 0 0 1495 2349500 
0 0 216 1496 0 0 0 0 1496 2349600 
0 0 216 1497 0 0 0 0 1497 2349700 
0 0 199 1498 1 4 12 0 1498 2349800 
0 0 199 1499 1 4 12 0 1499 2349900 
0 0 216 1500 0 0 0 0 1500 2350000 
