# Time(ps)    MSD_potential 22(A^2)    MSD_potential 26(A^2)    MSD_pruned_1(A^2)    MSD_pruned_2(A^2)    MSD_pruned_3(A^2)
     43.7000    1196.7505    1279.2041     981.3885     945.3207    1152.4233
     43.8000    1205.6677    1285.2931     981.9252     950.0750    1153.1541
     43.9000    1215.7245    1291.3131     980.8505     956.6287    1151.1072
     44.0000    1225.5342    1292.3517     983.8358     963.3634    1152.7942
     44.1000    1228.9766    1292.2141     984.4922     969.6202    1155.9342
     44.2000    1228.5032    1297.9510     988.2138     975.1350    1156.8927
     44.3000    1222.9303    1301.4678     992.5843     978.3921    1160.8010
     44.4000    1222.1213    1305.1588     994.8270     980.3022    1164.6624
     44.5000    1219.4052    1312.4305     997.6577     983.7399    1165.8763
     44.6000    1217.3488    1311.0951     999.7319     989.0861    1171.1772
     44.7000    1221.3330    1309.2368    1004.3410     993.4476    1175.2898
     44.8000    1219.7998    1314.5570    1004.0508    1000.1730    1178.5359
     44.9000    1219.5802    1320.9841    1007.2736    1000.6677    1177.9946
     45.0000    1219.8516    1332.7920    1009.8935    1002.5706    1180.9462
     45.1000    1221.2911    1336.2424    1011.6363    1007.2437    1186.4589
     45.2000    1223.3695    1340.8711    1015.6378    1013.8668    1191.9333
     45.3000    1225.8600    1341.4939    1020.2446    1020.0034    1196.8350
     45.4000    1226.0159    1341.3964    1023.7930    1026.5991    1203.7921
     45.5000    1231.9474    1342.8492    1029.5884    1029.4877    1211.4745
     45.6000    1235.1066    1344.6532    1028.8658    1028.9442    1215.3368
     45.7000    1236.6027    1348.5154    1027.4611    1029.5958    1219.8315
     45.8000    1235.8541    1348.5857    1023.9112    1032.8063    1216.7242
     45.9000    1234.4625    1350.4331    1021.4244    1034.2638    1215.4286
     46.0000    1240.6882    1351.4998    1021.5820    1030.6204    1213.8180
     46.1000    1244.9109    1357.5485    1021.3079    1033.1805    1213.4520
     46.2000    1244.4186    1362.8708    1023.8005    1037.0681    1214.3541
     46.3000    1248.2231    1367.2181    1024.1672    1042.2847    1221.9945
     46.4000    1249.0057    1371.4838    1024.1842    1042.2290    1220.7982
     46.5000    1249.9584    1369.0901    1029.8608    1041.6849    1223.5275
     46.6000    1248.2892    1369.6829    1031.0815    1038.8232    1225.2471
     46.7000    1246.5001    1371.6833    1028.7889    1044.0470    1228.1395
     46.8000    1248.8219    1374.0758    1026.9054    1050.5474    1231.7618
     46.9000    1246.7413    1380.1140    1028.1794    1058.6356    1232.6805
     47.0000    1249.3639    1385.5862    1027.7081    1060.9429    1241.9575
     47.1000    1254.1382    1384.3724    1030.9768    1062.3353    1246.4226
     47.2000    1253.0275    1383.0469    1032.5994    1062.0676    1250.2998
     47.3000    1256.8296    1386.2378    1033.2850    1064.1661    1252.8264
     47.4000    1259.0917    1385.8364    1031.8007    1067.1079    1254.0256
     47.5000    1264.6150    1380.9888    1033.2590    1069.8842    1256.7196
     47.6000    1270.4370    1384.9392    1032.7021    1072.7423    1258.4124
     47.7000    1271.2781    1390.5281    1035.3505    1076.8069    1259.4386
     47.8000    1276.6218    1397.8025    1036.6290    1085.8156    1263.4030
     47.9000    1283.6525    1400.8929    1038.3087    1092.0529    1262.5536
     48.0000    1285.5773    1402.3718    1039.5175    1095.1882    1272.3735
     48.1000    1290.9976    1408.2925    1042.2965    1097.1919    1276.1189
     48.2000    1294.3024    1405.7732    1043.2272    1095.5425    1284.1580
     48.3000    1295.2546    1403.1560    1045.5938    1099.8755    1294.8159
     48.4000    1299.7430    1405.8646    1049.6838    1104.2804    1301.3009
     48.5000    1304.6125    1408.3030    1050.0045    1108.0604    1308.1260
     48.6000    1312.7046    1406.1328    1048.8044    1109.7488    1312.6345
     48.7000    1312.6062    1405.3335    1048.9219    1112.6952    1315.2661
     48.8000    1309.5308    1406.8877    1051.7341    1113.2802    1321.3649
     48.9000    1307.7155    1411.4023    1057.9005    1121.6178    1325.2274
     49.0000    1308.1317    1415.7198    1056.2089    1126.5374    1330.5524
     49.1000    1305.1617    1421.4031    1057.8491    1134.2568    1339.0267
     49.2000    1305.8969    1428.0697    1058.2001    1132.5619    1344.4286
     49.3000    1306.8776    1433.7983    1059.0731    1130.7991    1350.5521
     49.4000    1308.3127    1438.7991    1057.8265    1135.1775    1359.1932
     49.5000    1308.4130    1438.9280    1058.0148    1142.6995    1366.1343
     49.6000    1305.3680    1442.0061    1058.0643    1147.8453    1367.5338
     49.7000    1306.2433    1439.5479    1063.7997    1152.5399    1368.3385
     49.8000    1310.8524    1442.9794    1068.4065    1153.0386    1372.6312
     49.9000    1314.7250    1442.6921    1072.8217    1159.0499    1372.2383
     50.0000    1317.7599    1437.2915    1074.0913    1164.7220    1376.7047
     50.1000    1323.8748    1437.6438    1081.2321    1170.7408    1375.9510
     50.2000    1329.0363    1434.7229    1083.5212    1171.2404    1374.7782
     50.3000    1329.9454    1435.8672    1087.8733    1174.0126    1376.6351
     50.4000    1330.5667    1442.5179    1090.2821    1175.2233    1381.9384
     50.5000    1338.4253    1446.5735    1088.7698    1180.5450    1385.8767
     50.6000    1340.3151    1443.9436    1090.8557    1179.4115    1388.0649
     50.7000    1341.7014    1443.6603    1094.6017    1180.6475    1389.5095
     50.8000    1343.0562    1446.3096    1098.6146    1183.5007    1392.9900
     50.9000    1345.4838    1448.4462    1098.3674    1185.9393    1393.4943
     51.0000    1347.2173    1447.7057    1097.3202    1188.2209    1397.4774
     51.1000    1348.2576    1450.3351    1094.2372    1193.4662    1402.3807
     51.2000    1347.9586    1451.3759    1094.7567    1194.9945    1405.9948
     51.3000    1348.6331    1452.5010    1092.4076    1198.5978    1408.1562
     51.4000    1346.7905    1449.4823    1093.4790    1200.6689    1416.5981
     51.5000    1348.0439    1449.0448    1098.8469    1197.7991    1423.2416
     51.6000    1346.5327    1445.9347    1104.0305    1198.1920    1426.7401
     51.7000    1343.9928    1447.6177    1104.8900    1207.5740    1424.1587
     51.8000    1349.0142    1450.7532    1108.7429    1206.3392    1421.3701
     51.9000    1355.3732    1450.1064    1112.0416    1205.6669    1420.6954
     52.0000    1359.3895    1456.6906    1113.8633    1202.0566    1425.8049
     52.1000    1360.8883    1456.4845    1115.6132    1199.9386    1427.2610
     52.2000    1363.3218    1456.7194    1117.5366    1197.9491    1424.8877
     52.3000    1369.9280    1454.7065    1119.3805    1200.1294    1431.8921
     52.4000    1375.9460    1450.2053    1119.7267    1200.5841    1440.1134
     52.5000    1377.9607    1451.2623    1121.3553    1201.7186    1448.5708
     52.6000    1385.8827    1460.3081    1122.1124    1204.5001    1450.8442
     52.7000    1390.0536    1464.2948    1125.7217    1206.6351    1457.5143
     52.8000    1396.5375    1467.2256    1128.0695    1210.2218    1466.2618
     52.9000    1394.5677    1473.4198    1132.2604    1209.3126    1474.3383
     53.0000    1398.7277    1476.9799    1137.6445    1211.7317    1477.0768
     53.1000    1399.4054    1475.0609    1141.4922    1221.0117    1480.9308
     53.2000    1404.4052    1476.6742    1140.7778    1225.8201    1489.3895
     53.3000    1408.2847    1476.5775    1142.0580    1227.4248    1500.3781
     53.4000    1410.4922    1480.6460    1143.6720    1227.6849    1507.6205
     53.5000    1414.6709    1484.8782    1143.4939    1230.5553    1509.3325
     53.6000    1417.3755    1492.8904    1146.6342    1235.4497    1516.3345
     53.7000    1416.9967    1498.8591    1153.4464    1237.5156    1519.7063
     53.8000    1413.8179    1503.2533    1155.8749    1240.1617    1525.8226
     53.9000    1414.3964    1506.2667    1159.7997    1239.8872    1530.2034
     54.0000    1414.7650    1506.4417    1163.7137    1240.4783    1534.6499
     54.1000    1417.7706    1504.3955    1164.5341    1242.1245    1543.8081
     54.2000    1422.6288    1502.3940    1166.3452    1247.0333    1547.1189
     54.3000    1428.1835    1502.8602    1167.5511    1249.4169    1549.4413
     54.4000    1434.9170    1508.1913    1169.6715    1254.1501    1553.9517
     54.5000    1437.5118    1511.6102    1173.5996    1255.8917    1558.4111
     54.6000    1447.7662    1514.9110    1176.3687    1254.9698    1560.5420
     54.7000    1450.4218    1520.0205    1182.0774    1255.8232    1558.9609
     54.8000    1452.2126    1520.6368    1186.5354    1260.1647    1564.2576
     54.9000    1459.4709    1524.3394    1190.1552    1267.4924    1568.2622
     55.0000    1464.5859    1524.6948    1190.2955    1269.6700    1572.9315
     55.1000    1469.1307    1530.0005    1196.1298    1272.8850    1579.2966
     55.2000    1475.0370    1535.3828    1199.9210    1277.4458    1583.9349
     55.3000    1475.3440    1543.6594    1204.5217    1281.3163    1586.7550
     55.4000    1473.7947    1551.0854    1208.9482    1286.9827    1589.2935
     55.5000    1473.0807    1556.5258    1214.0482    1291.7576    1587.1421
     55.6000    1479.8655    1562.3976    1217.4010    1292.8623    1590.3936
     55.7000    1483.1346    1565.4468    1217.9967    1296.9204    1590.4821
     55.8000    1487.4170    1572.0664    1223.4725    1297.8947    1595.9342
     55.9000    1492.2325    1576.7407    1229.8929    1301.0179    1604.5737
     56.0000    1494.2179    1584.2811    1229.4181    1307.8153    1613.0830
     56.1000    1498.9113    1587.1984    1226.0631    1308.5469    1624.8722
     56.2000    1505.4958    1587.0240    1226.3634    1314.6670    1632.6133
     56.3000    1513.8583    1585.5596    1236.1493    1320.8571    1635.4181
     56.4000    1522.0955    1590.1654    1242.6487    1322.7228    1644.6461
     56.5000    1536.5920    1594.4928    1248.7365    1322.6947    1653.1267
     56.6000    1544.0033    1604.6896    1251.2799    1327.0367    1659.2266
     56.7000    1549.2080    1612.1484    1253.3079    1334.4360    1660.9030
     56.8000    1553.7595    1621.1708    1260.6534    1336.1869    1665.7157
     56.9000    1559.0005    1625.3556    1266.0568    1340.3680    1667.2080
     57.0000    1558.3201    1630.2911    1269.2946    1343.7372    1673.5608
     57.1000    1562.4783    1638.5264    1270.6455    1341.3873    1681.2853
     57.2000    1565.7860    1645.3192    1274.7407    1349.5352    1691.1586
     57.3000    1572.7126    1657.9517    1281.4470    1349.8065    1692.3197
     57.4000    1582.0424    1663.7665    1286.4572    1354.6730    1697.4919
     57.5000    1578.8990    1667.5521    1289.2167    1358.5448    1704.7335
     57.6000    1579.1427    1668.5896    1294.4470    1367.1669    1706.2594
