# Time(ps)    MSD_potential 22(A^2)    MSD_potential 26(A^2)    MSD_pruned_1(A^2)    MSD_pruned_2(A^2)    MSD_pruned_3(A^2)
    179.3000    4793.9878    5779.2939    4253.4321    4580.8135    4502.0308
    179.4000    4798.7290    5792.8843    4251.8379    4581.2544    4511.5249
    179.5000    4794.0059    5804.9551    4251.8252    4580.2554    4524.6460
    179.6000    4786.7256    5805.8882    4260.0513    4582.6348    4529.3296
    179.7000    4781.3052    5809.6157    4269.7959    4584.4746    4530.9966
    179.8000    4776.6372    5824.3853    4271.8164    4589.2690    4527.4419
    179.9000    4776.1909    5830.5161    4263.8086    4588.8149    4530.3984
    180.0000    4766.0894    5825.3677    4262.8477    4591.0220    4538.5439
    180.1000    4762.2119    5825.3740    4270.5498    4593.3438    4539.8252
    180.2000    4765.3242    5833.1353    4278.9727    4603.6528    4531.7832
    180.3000    4773.2031    5840.9863    4292.1201    4611.8418    4518.4863
    180.4000    4779.9722    5841.0332    4293.7534    4610.4756    4517.6670
    180.5000    4788.6885    5837.5127    4299.6904    4610.9634    4517.1343
    180.6000    4801.5020    5839.8638    4302.9814    4611.3550    4511.4395
    180.7000    4816.8335    5841.0693    4306.6436    4613.3379    4517.9072
    180.8000    4825.3926    5859.1060    4316.5586    4600.1426    4528.5928
    180.9000    4821.7319    5856.8262    4331.5249    4594.0537    4537.0947
    181.0000    4812.1440    5852.7505    4338.7144    4593.8379    4543.7881
    181.1000    4810.8198    5848.8081    4343.9067    4595.5103    4551.5176
    181.2000    4811.0557    5856.8882    4347.3950    4591.8823    4554.9761
    181.3000    4804.1353    5857.7231    4350.0215    4598.1968    4561.8032
    181.4000    4797.5356    5858.4053    4356.5029    4596.6387    4556.1167
    181.5000    4798.8428    5865.1001    4367.8823    4597.5601    4551.5972
    181.6000    4800.7354    5864.4492    4371.1069    4594.9121    4555.5454
    181.7000    4810.2422    5853.3276    4368.6738    4593.4863    4558.6025
    181.8000    4819.9492    5841.8286    4367.8818    4589.1929    4555.6489
    181.9000    4826.6851    5832.8193    4370.2993    4595.5757    4561.4551
    182.0000    4832.1685    5823.7319    4375.6592    4593.3784    4574.2632
    182.1000    4828.4170    5827.3340    4384.0527    4591.6733    4577.8223
    182.2000    4836.5488    5829.3188    4393.2822    4599.2896    4589.2559
    182.3000    4843.7178    5833.1504    4396.4194    4595.8076    4587.3701
    182.4000    4853.8618    5828.3574    4404.4570    4605.6138    4584.6729
    182.5000    4860.2998    5821.6831    4403.3818    4613.9507    4584.8809
    182.6000    4863.3115    5812.6245    4407.1758    4635.0864    4598.9731
    182.7000    4861.9941    5799.0308    4405.4351    4643.4297    4610.5913
    182.8000    4868.2695    5790.0913    4408.1948    4647.2354    4622.3047
    182.9000    4872.2744    5791.4189    4414.0771    4645.2964    4628.4570
    183.0000    4870.2373    5782.0820    4424.7739    4648.1636    4628.6807
    183.1000    4874.1689    5772.7905    4428.5684    4650.7168    4638.0776
    183.2000    4873.7646    5760.2832    4438.9175    4653.9375    4631.0591
    183.3000    4873.7305    5756.2803    4452.2520    4653.1807    4635.1489
    183.4000    4873.5410    5747.7720    4457.8276    4665.3550    4638.8867
    183.5000    4885.1538    5749.1367    4450.1294    4672.3545    4634.0078
    183.6000    4897.6738    5752.6348    4448.5845    4668.4897    4638.0073
    183.7000    4911.2773    5752.2178    4447.8716    4672.8911    4642.4131
    183.8000    4914.4814    5753.8994    4441.7139    4666.1504    4648.0854
    183.9000    4920.3511    5758.9741    4438.0293    4662.1919    4660.9761
    184.0000    4921.3022    5775.6426    4436.5103    4677.4165    4659.7354
    184.1000    4919.8794    5779.8623    4442.9355    4671.9307    4658.9575
    184.2000    4917.4570    5785.2310    4445.6182    4669.3447    4662.1807
    184.3000    4912.0396    5791.9419    4450.8125    4669.3433    4667.1929
    184.4000    4911.1060    5798.7524    4449.1211    4670.0293    4669.0308
    184.5000    4913.3472    5802.0854    4454.3770    4665.1147    4668.1841
    184.6000    4929.9238    5802.3428    4463.5571    4669.6948    4681.9199
    184.7000    4932.8784    5805.9067    4475.3047    4681.8618    4691.4590
    184.8000    4931.7363    5805.2690    4480.5796    4686.2036    4707.6279
    184.9000    4933.6621    5800.9180    4481.5366    4692.8442    4711.8335
    185.0000    4932.6519    5807.0186    4482.6431    4691.5654    4716.9097
    185.1000    4931.3687    5819.4712    4490.2876    4687.7524    4720.9976
    185.2000    4940.0430    5830.0693    4492.9536    4695.5020    4721.7158
    185.3000    4944.0024    5829.7476    4499.1621    4701.9165    4715.0347
    185.4000    4952.1294    5834.3887    4496.6206    4696.6167    4715.0034
    185.5000    4954.0713    5829.2163    4496.8530    4700.3066    4708.5342
    185.6000    4962.1318    5827.9199    4508.0830    4708.1772    4702.7188
    185.7000    4962.1064    5826.4219    4518.7573    4712.5366    4706.9600
    185.8000    4965.1816    5835.5581    4527.0229    4713.9502    4705.3398
    185.9000    4964.1714    5831.5522    4535.6367    4718.1582    4711.2192
    186.0000    4967.8071    5828.1162    4534.1069    4718.8740    4718.4048
    186.1000    4973.7100    5827.8794    4538.9937    4715.7012    4718.3096
    186.2000    4978.9966    5831.1206    4537.5039    4708.0918    4719.4248
    186.3000    4984.9746    5822.1997    4543.5737    4708.3013    4726.7676
    186.4000    5004.1011    5820.9116    4545.5049    4710.8159    4731.6460
    186.5000    5013.6401    5816.7646    4544.1538    4719.6074    4742.4238
    186.6000    5019.9272    5821.2246    4548.9062    4726.7231    4746.3345
    186.7000    5025.3911    5822.0669    4555.3140    4731.2134    4748.0166
    186.8000    5029.2441    5825.9058    4552.8242    4735.0054    4750.2456
    186.9000    5032.4272    5816.9575    4546.6709    4733.7158    4757.2310
    187.0000    5032.7896    5812.1367    4546.5259    4727.6523    4761.4019
    187.1000    5036.1743    5813.8208    4554.4785    4732.6367    4773.1299
    187.2000    5034.8945    5807.9224    4559.0220    4732.1714    4775.7466
    187.3000    5031.9849    5811.4336    4559.3228    4739.7334    4780.5273
    187.4000    5032.2769    5810.1851    4550.3457    4748.0942    4779.4980
    187.5000    5035.1406    5821.9751    4548.8354    4752.3398    4784.5464
    187.6000    5046.3345    5825.5615    4552.6538    4750.3433    4788.5908
    187.7000    5051.9756    5835.3032    4556.5254    4759.6841    4795.6479
    187.8000    5055.4199    5836.7075    4551.5063    4767.5913    4798.2500
    187.9000    5048.0083    5839.1606    4558.4448    4768.8359    4795.0190
    188.0000    5048.7910    5851.8101    4562.7241    4772.2417    4787.7305
    188.1000    5057.2212    5849.3184    4568.8267    4777.8262    4786.7788
    188.2000    5057.4258    5850.8740    4573.6816    4784.0679    4787.4038
    188.3000    5050.8374    5861.1865    4584.0352    4783.4790    4777.9502
    188.4000    5046.1206    5867.8975    4591.2598    4788.2559    4773.0977
    188.5000    5041.2568    5871.6709    4596.8374    4797.1992    4776.2061
    188.6000    5043.0552    5884.0439    4605.5039    4797.3481    4785.3833
    188.7000    5045.4116    5887.8555    4605.2148    4792.0166    4794.2100
    188.8000    5049.6948    5892.6582    4601.4077    4785.3442    4793.0264
    188.9000    5058.6958    5895.7832    4601.3677    4800.2612    4794.1895
    189.0000    5057.8667    5899.4443    4596.7241    4805.5635    4793.1245
    189.1000    5054.4087    5890.3770    4584.7412    4809.8755    4788.3418
    189.2000    5044.7803    5891.5469    4581.3149    4811.2314    4790.3677
    189.3000    5046.9229    5892.9507    4585.3682    4812.2554    4797.2773
    189.4000    5038.7632    5900.4067    4593.0488    4809.0039    4801.8330
    189.5000    5036.9385    5906.3774    4593.9814    4811.9023    4803.4814
    189.6000    5051.5220    5916.7534    4594.6699    4815.9165    4812.6914
    189.7000    5051.6978    5920.8120    4600.5552    4824.8281    4817.8350
    189.8000    5054.0464    5923.6782    4612.3242    4825.2012    4816.8101
    189.9000    5065.4238    5922.8228    4620.1870    4822.7720    4812.1460
    190.0000    5072.6426    5920.2822    4627.0547    4820.5073    4822.0298
    190.1000    5075.7627    5915.9258    4641.1104    4826.6333    4825.4248
    190.2000    5074.9443    5910.9976    4650.9536    4836.5244    4820.1787
    190.3000    5077.5400    5903.5244    4662.0698    4838.5615    4830.0278
    190.4000    5081.7119    5895.4082    4662.6782    4835.6777    4839.5615
    190.5000    5088.5039    5893.5752    4668.9844    4835.6167    4859.4917
    190.6000    5094.9346    5897.4312    4670.1465    4836.7007    4872.5278
    190.7000    5108.8306    5901.0381    4679.9380    4841.3438    4879.7881
    190.8000    5113.1333    5900.5161    4688.4082    4844.0542    4885.4868
    190.9000    5108.0762    5900.5288    4692.9194    4851.5386    4892.9434
    191.0000    5108.0957    5901.2217    4693.6606    4853.9434    4907.3120
    191.1000    5109.2939    5902.1509    4702.2085    4847.5469    4920.9619
    191.2000    5108.1875    5901.1509    4704.7070    4847.0757    4918.7163
    191.3000    5103.7588    5902.2788    4722.3442    4853.0854    4933.9502
    191.4000    5096.6367    5906.2432    4727.4810    4872.9307    4938.6567
    191.5000    5089.2710    5914.3276    4729.9570    4889.0396    4941.0371
    191.6000    5083.7471    5920.3193    4730.1743    4896.2285    4944.6719
    191.7000    5085.6792    5925.3169    4723.6387    4901.3262    4944.0972
    191.8000    5078.9224    5919.4756    4714.5054    4905.7070    4949.6240
    191.9000    5074.6973    5921.9028    4709.4731    4902.3208    4953.2246
    192.0000    5069.2407    5928.1030    4711.9370    4901.2979    4957.2559
    192.1000    5069.6387    5928.4331    4708.9297    4900.7192    4962.2910
    192.2000    5073.3750    5936.5259    4711.3223    4897.1318    4969.6968
    192.3000    5082.6377    5932.8071    4707.0068    4904.8916    4970.9814
    192.4000    5081.8135    5936.8218    4704.0864    4921.5479    4970.4365
    192.5000    5073.0488    5941.6055    4692.7974    4932.5083    4964.8618
    192.6000    5072.4463    5937.4097    4694.5889    4934.5801    4963.7495
    192.7000    5075.9116    5939.9316    4700.3394    4942.9155    4971.1416
    192.8000    5062.9653    5928.5864    4698.9355    4960.2676    4979.8438
    192.9000    5059.8032    5918.5430    4709.5854    4968.7788    4968.7871
    193.0000    5059.2637    5913.6025    4718.9404    4955.5381    4968.7383
    193.1000    5061.9629    5915.8638    4727.0864    4948.9619    4972.7095
    193.2000    5073.8560    5908.7720    4734.5254    4941.6304    4977.7573
    193.3000    5083.1470    5912.7002    4741.0605    4943.4917    4980.3809
    193.4000    5093.7754    5907.7754    4748.6313    4949.4131    4979.1377
    193.5000    5095.7598    5907.8354    4745.7261    4966.3940    4980.9692
    193.6000    5083.9990    5898.6519    4749.3662    4981.5615    4976.7324
    193.7000    5089.4136    5899.3960    4746.7891    4995.1284    4961.5801
    193.8000    5081.2070    5899.7163    4744.3052    5003.8682    4953.4263
    193.9000    5078.6943    5902.2114    4741.0928    5006.1699    4951.1353
    194.0000    5073.8774    5896.3994    4742.2534    5006.5513    4945.1260
    194.1000    5071.1387    5897.2871    4746.9087    5010.2715    4943.2021
    194.2000    5082.9009    5901.9780    4754.4565    5021.4644    4943.6714
    194.3000    5085.0669    5897.9053    4762.6401    5032.1758    4945.8740
    194.4000    5083.6035    5891.4126    4765.4678    5044.5874    4954.8354
    194.5000    5089.7964    5897.9731    4766.7637    5049.4316    4964.0625
    194.6000    5103.2241    5892.7676    4760.3564    5057.6333    4959.8926
    194.7000    5104.6362    5889.9771    4749.4194    5061.7124    4972.7524
    194.8000    5103.4243    5890.8340    4752.6021    5070.0933    4978.5977
    194.9000    5104.7749    5884.8589    4749.8589    5076.0161    4985.7114
    195.0000    5112.6885    5892.6626    4751.6221    5084.3091    4992.4448
    195.1000    5112.7808    5905.3853    4753.0518    5087.5063    4986.4102
    195.2000    5117.7114    5916.7729    4753.5000    5088.3682    4989.2246
    195.3000    5111.1367    5919.8276    4758.5903    5094.8477    4982.4160
    195.4000    5109.0669    5919.8667    4759.6875    5090.5010    4976.4272
    195.5000    5110.2061    5922.6724    4760.9663    5093.6401    4972.9634
    195.6000    5115.6113    5938.9614    4760.6631    5093.4771    4973.1841
    195.7000    5117.8228    5940.6226    4762.0264    5096.2432    4980.2471
    195.8000    5118.2974    5936.5303    4767.4336    5088.9385    4993.2769
    195.9000    5120.5220    5932.1562    4757.5913    5086.4941    5000.5200
    196.0000    5119.7378    5934.2812    4764.2339    5081.4536    5003.5669
    196.1000    5115.1401    5935.9263    4756.8896    5084.1113    5001.9043
    196.2000    5116.5342    5944.8945    4748.4385    5079.6123    5011.4487
    196.3000    5119.2930    5942.2661    4751.8774    5075.3940    5016.6133
    196.4000    5123.8379    5946.5771    4755.9438    5082.5303    5018.7319
    196.5000    5125.3633    5946.2964    4765.5493    5091.2256    5020.3477
    196.6000    5129.1377    5953.2949    4763.5420    5093.2051    5021.2573
    196.7000    5129.8862    5953.6426    4773.1128    5092.6597    5020.0415
    196.8000    5127.5151    5961.3159    4775.7769    5094.1821    5021.2988
    196.9000    5125.0312    5961.2480    4795.6274    5104.3999    5017.7100
    197.0000    5122.8730    5960.3247    4797.4995    5114.3403    5016.9009
    197.1000    5130.8667    5973.7339    4798.9102    5128.9004    5018.7417
    197.2000    5132.2466    5973.7026    4801.2285    5128.6157    5018.3184
    197.3000    5142.3403    5971.0293    4802.2617    5125.5435    5023.9209
    197.4000    5148.4346    5975.2681    4807.9668    5124.0400    5028.3633
    197.5000    5155.1040    5965.0449    4802.1978    5123.9258    5018.7676
    197.6000    5163.8809    5963.0435    4793.4868    5132.9312    5017.5972
    197.7000    5166.4751    5963.9341    4787.4336    5130.8965    5023.9468
    197.8000    5160.4004    5976.4180    4793.9199    5147.5571    5028.5439
    197.9000    5161.8413    5989.5479    4792.0288    5147.9307    5031.7466
    198.0000    5159.9946    5989.5356    4792.3750    5163.7036    5038.1528
    198.1000    5162.8438    5983.1533    4800.7422    5175.0195    5035.5635
    198.2000    5162.2285    5978.4888    4809.6553    5171.7520    5038.5396
    198.3000    5166.4214    5973.1538    4810.3105    5169.4751    5039.5981
    198.4000    5169.9712    5973.0713    4819.7109    5171.6831    5040.1646
    198.5000    5174.0137    5979.5879    4813.4912    5174.1875    5040.9707
    198.6000    5172.5996    5978.0947    4812.7959    5181.4272    5046.0596
    198.7000    5183.8794    5969.3159    4821.3481    5179.8184    5052.7651
    198.8000    5193.3960    5984.5176    4833.4321    5179.5557    5066.7915
    198.9000    5204.1753    5993.5317    4844.6270    5187.1099    5070.4614
    199.0000    5208.5000    5991.6904    4850.7534    5196.5488    5075.6060
    199.1000    5216.7114    5995.8853    4862.0503    5209.8926    5076.1831
    199.2000    5217.0469    6001.8096    4869.4731    5222.3726    5077.6113
    199.3000    5221.9780    5998.6479    4881.6191    5215.0439    5082.3052
    199.4000    5234.1680    6012.0933    4883.1528    5222.7871    5092.9429
    199.5000    5253.1494    6017.1729    4884.6436    5215.8276    5102.4438
    199.6000    5262.8979    6028.4053    4890.6167    5217.5054    5113.9961
    199.7000    5258.7617    6035.2524    4894.6807    5215.8145    5120.9741
    199.8000    5266.7383    6039.3652    4896.4849    5217.7217    5119.1245
    199.9000    5263.4551    6040.3218    4902.7632    5219.1479    5110.8193
    200.0000    5250.8682    6046.0259    4912.4404    5209.8877    5108.7280
    200.1000    5244.8394    6048.1382    4915.5210    5207.4272    5119.8691
    200.2000    5246.9492    6050.6929    4922.2676    5215.0659    5138.5278
    200.3000    5247.1714    6051.8916    4932.6567    5216.6558    5147.5898
    200.4000    5244.0649    6063.2490    4943.6270    5229.2251    5151.0083
    200.5000    5250.8081    6064.6113    4942.1758    5232.2710    5146.1914
    200.6000    5259.5635    6062.0601    4939.6133    5240.5581    5135.1182
    200.7000    5262.5244    6061.1055    4939.8208    5248.7788    5133.6885
    200.8000    5268.2075    6058.2285    4947.6426    5253.3101    5134.3257
    200.9000    5277.4814    6059.6167    4952.0825    5260.8242    5137.6440
    201.0000    5294.4106    6065.8105    4955.4473    5269.4385    5146.4824
    201.1000    5301.6465    6069.7197    4961.9805    5276.4526    5148.5786
    201.2000    5308.6274    6067.8784    4966.7373    5288.1050    5154.8115
    201.3000    5306.7090    6077.7544    4976.5801    5287.4678    5160.6753
    201.4000    5313.6133    6083.7085    4975.2793    5284.3369    5168.2271
    201.5000    5312.6270    6094.7231    4972.6782    5284.5469    5177.8325
    201.6000    5313.3979    6093.8057    4975.4028    5291.7769    5190.5132
    201.7000    5316.3726    6096.5825    4973.7651    5298.0381    5196.4258
    201.8000    5315.1831    6100.4180    4976.3711    5298.7817    5209.6729
    201.9000    5315.2495    6102.8340    4980.4619    5302.5425    5219.9863
    202.0000    5303.8169    6093.6460    4992.3872    5301.5542    5231.7754
    202.1000    5296.1675    6103.9653    5007.3711    5295.0625    5238.1470
    202.2000    5276.8320    6103.6812    5014.1191    5286.9028    5242.6279
    202.3000    5272.2661    6105.3291    5026.7339    5286.4404    5246.7837
    202.4000    5264.3682    6113.7222    5031.8730    5284.2544    5251.2812
    202.5000    5262.5488    6119.5337    5035.0220    5273.4478    5249.7852
    202.6000    5265.1294    6132.8975    5045.5151    5275.3945    5240.1362
    202.7000    5275.2710    6144.4155    5049.3550    5284.9868    5229.9341
    202.8000    5283.3237    6147.8691    5055.7065    5299.5601    5233.6167
    202.9000    5296.4155    6163.2974    5060.3208    5296.4209    5235.8379
    203.0000    5303.0801    6169.9897    5072.7212    5308.0396    5232.1738
    203.1000    5293.0928    6175.0557    5079.2871    5306.2246    5242.7119
    203.2000    5290.5527    6202.1782    5095.4502    5312.9814    5241.8345
    203.3000    5287.1309    6204.1787    5091.5605    5311.5034    5237.6792
    203.4000    5280.1919    6218.4771    5097.4458    5317.0347    5234.5098
    203.5000    5291.4199    6236.8008    5099.7363    5317.8193    5243.8628
    203.6000    5293.4209    6236.6104    5108.5010    5310.5527    5248.1631
    203.7000    5289.2964    6239.4399    5100.2979    5312.2529    5242.8555
    203.8000    5284.3242    6240.0010    5104.3882    5308.9365    5247.6865
    203.9000    5281.8784    6243.9409    5090.9316    5315.4956    5256.9028
    204.0000    5286.3506    6251.5566    5099.5127    5318.4155    5259.0928
    204.1000    5294.3071    6241.9351    5104.7007    5321.6055    5258.2124
    204.2000    5306.2490    6251.1445    5103.8809    5330.0493    5253.6655
    204.3000    5312.8574    6270.4678    5107.1846    5340.9062    5259.8384
    204.4000    5313.7686    6286.7354    5112.0620    5329.5679    5275.7964
    204.5000    5313.2129    6289.6606    5117.1699    5314.9668    5269.2832
    204.6000    5316.5269    6294.6816    5117.9121    5300.8550    5257.4248
    204.7000    5320.1436    6306.0024    5134.5552    5306.1191    5261.5195
    204.8000    5324.2188    6325.3726    5142.4995    5304.1167    5262.8560
    204.9000    5335.3379    6347.5635    5153.3252    5308.4741    5266.6323
    205.0000    5340.5625    6354.5044    5155.3970    5304.3833    5281.1899
    205.1000    5332.2222    6352.2183    5154.7583    5309.8706    5290.4941
    205.2000    5344.5220    6354.2905    5166.9854    5322.0273    5306.7363
    205.3000    5355.2314    6343.5762    5172.5322    5335.2144    5319.9292
    205.4000    5364.4087    6346.0356    5182.9009    5346.1729    5334.2183
    205.5000    5374.1655    6339.3218    5186.0347    5347.8667    5336.1294
    205.6000    5380.6113    6324.0068    5196.5356    5349.4443    5340.6411
    205.7000    5389.3242    6328.9561    5192.4053    5349.3413    5342.9512
    205.8000    5395.8794    6338.8096    5190.6553    5350.4956    5349.3999
    205.9000    5389.3052    6340.1694    5184.1460    5360.8989    5352.4282
    206.0000    5395.7837    6345.8574    5195.0713    5371.4365    5364.0669
    206.1000    5401.1255    6348.8237    5198.3784    5378.5645    5380.3335
    206.2000    5421.4775    6350.9507    5206.7129    5385.7314    5392.0396
    206.3000    5419.1401    6347.0430    5207.7837    5380.4229    5395.8154
    206.4000    5413.8081    6340.9658    5203.7583    5375.1626    5391.3867
    206.5000    5409.7998    6349.5918    5202.0356    5381.5542    5389.8960
    206.6000    5411.1606    6352.6064    5199.7314    5384.7500    5395.1260
    206.7000    5416.8687    6355.7905    5217.8599    5383.0371    5405.5103
    206.8000    5416.7026    6358.8867    5219.6963    5385.6396    5410.1250
    206.9000    5421.4404    6360.8408    5226.8682    5382.2539    5413.0835
    207.0000    5415.9214    6354.8887    5232.2163    5383.8447    5415.2354
    207.1000    5412.3071    6359.0459    5228.8154    5382.3481    5425.5933
    207.2000    5418.5933    6366.4199    5231.0977    5380.7100    5432.2417
    207.3000    5435.8223    6372.5566    5231.9897    5387.3853    5443.1284
    207.4000    5441.4790    6373.3027    5245.2231    5383.8262    5445.9038
    207.5000    5443.2803    6378.4253    5252.7627    5382.7822    5452.9805
    207.6000    5454.6255    6381.7905    5240.7026    5389.5918    5465.8760
    207.7000    5462.1978    6397.8853    5234.2349    5390.0649    5464.4688
    207.8000    5468.5161    6409.8784    5236.0161    5385.1426    5460.7720
    207.9000    5476.0229    6407.9873    5233.0181    5382.3481    5470.5635
    208.0000    5479.5649    6411.6885    5229.7246    5395.7588    5473.0430
    208.1000    5492.3481    6413.1138    5228.3057    5399.4746    5463.2432
    208.2000    5499.8618    6414.3008    5230.7822    5408.5127    5470.0757
    208.3000    5502.8706    6408.3960    5236.9380    5411.6191    5473.4551
    208.4000    5514.8237    6405.4214    5246.4282    5405.8032    5467.7656
    208.5000    5508.8945    6407.8496    5248.6875    5408.0771    5472.6138
    208.6000    5514.1309    6416.8345    5248.8193    5408.7363    5475.5474
    208.7000    5511.6333    6423.2637    5251.8003    5404.4341    5483.1367
    208.8000    5516.9814    6437.4214    5262.2256    5401.4512    5480.1123
    208.9000    5526.1021    6447.2373    5254.8818    5400.4038    5474.3252
    209.0000    5513.5947    6445.8301    5254.4282    5400.8037    5470.6343
    209.1000    5511.2749    6452.4541    5258.9478    5394.8511    5471.3887
    209.2000    5516.6899    6445.5200    5260.3936    5384.6958    5473.6992
    209.3000    5523.1270    6444.0186    5261.3491    5390.4585    5474.2256
    209.4000    5516.5415    6447.2031    5259.6772    5399.9570    5470.6089
    209.5000    5514.7310    6452.7754    5260.2119    5400.5415    5479.6440
    209.6000    5518.8066    6460.9165    5261.3066    5409.9653    5480.9121
    209.7000    5521.7041    6465.7681    5264.7881    5425.8022    5474.6978
    209.8000    5515.6528    6475.1865    5274.0938    5433.8462    5460.8945
    209.9000    5504.6875    6470.6958    5271.4043    5442.1729    5466.0117
    210.0000    5508.3315    6472.2490    5271.4570    5443.8208    5461.3740
    210.1000    5522.1294    6470.8228    5279.4883    5452.2583    5465.4883
    210.2000    5535.7690    6462.5762    5282.9697    5460.4521    5467.6782
    210.3000    5545.1597    6457.4028    5288.3647    5469.8809    5467.2466
    210.4000    5550.2051    6451.0728    5290.5542    5478.5820    5478.6362
    210.5000    5553.4839    6451.1816    5289.7158    5472.3442    5477.3013
    210.6000    5553.4321    6462.8037    5290.9038    5468.4561    5483.0117
    210.7000    5558.4102    6478.2783    5299.7661    5474.0913    5482.7207
    210.8000    5548.9478    6467.5474    5309.0176    5481.1260    5488.3081
    210.9000    5549.7744    6461.9258    5305.2661    5485.7095    5496.9067
    211.0000    5557.0000    6468.8008    5308.2695    5481.2686    5503.5747
    211.1000    5556.3428    6471.4067    5309.6987    5477.2544    5508.9497
    211.2000    5556.0620    6479.8979    5317.8481    5489.3901    5510.5112
    211.3000    5559.6875    6486.4932    5325.9834    5507.3369    5511.6440
    211.4000    5563.8081    6479.2871    5323.7153    5519.6211    5507.0225
    211.5000    5577.7666    6483.1401    5325.0161    5518.0752    5508.8696
    211.6000    5588.2476    6482.4990    5322.0962    5523.3301    5509.9116
    211.7000    5585.2686    6483.2534    5323.8413    5520.7964    5518.6597
    211.8000    5595.2695    6493.9614    5325.6680    5516.3228    5518.2573
    211.9000    5604.3301    6497.5718    5332.3750    5516.7686    5518.2661
    212.0000    5602.2749    6501.6309    5336.6919    5527.0972    5519.9956
    212.1000    5606.5522    6503.0532    5341.7134    5522.8354    5514.8677
    212.2000    5610.1167    6500.8091    5342.1738    5523.5244    5505.2197
    212.3000    5618.9663    6506.3428    5333.3481    5531.5981    5503.0244
    212.4000    5621.5439    6518.0708    5337.5669    5531.5254    5498.6401
    212.5000    5625.9839    6544.4897    5335.2778    5540.6372    5499.8911
    212.6000    5633.2061    6559.2188    5333.3584    5554.9028    5497.5503
    212.7000    5637.2471    6568.1348    5338.8262    5556.8315    5513.2812
    212.8000    5644.4712    6567.7524    5350.4038    5553.7788    5521.0879
    212.9000    5647.4604    6569.8193    5353.4487    5557.9238    5523.4028
    213.0000    5645.5312    6567.4688    5365.8325    5562.1445    5523.5239
    213.1000    5641.3633    6560.6943    5367.4561    5575.7021    5523.6821
    213.2000    5640.5073    6557.5723    5372.2749    5568.6470    5536.3354
    213.3000    5652.0649    6564.2837    5378.3345    5570.3818    5539.3159
    213.4000    5657.0977    6556.0752    5384.1504    5578.6440    5536.1470
    213.5000    5655.7075    6562.2510    5374.1689    5584.5132    5547.8740
    213.6000    5656.6646    6575.6562    5378.1206    5588.1216    5533.2935
    213.7000    5666.8682    6579.8184    5384.9189    5596.4253    5529.8394
    213.8000    5666.5532    6599.1445    5398.0854    5599.3345    5525.3555
    213.9000    5666.4722    6620.6816    5411.5581    5597.6470    5530.1411
    214.0000    5668.1367    6622.9912    5417.1968    5588.3550    5522.5288
    214.1000    5677.0303    6628.9824    5422.4028    5578.7476    5519.4883
    214.2000    5687.5601    6627.0894    5426.2700    5573.4995    5513.6919
    214.3000    5695.7197    6635.5649    5421.5669    5563.6494    5519.3853
    214.4000    5704.2153    6645.3540    5424.3135    5568.3623    5520.4653
    214.5000    5704.7944    6647.1450    5436.6919    5571.5303    5522.9907
    214.6000    5700.5229    6647.5303    5444.0635    5569.7754    5530.9351
    214.7000    5701.1919    6653.5220    5445.0337    5572.5083    5538.7651
    214.8000    5701.1113    6651.4116    5447.0356    5570.4155    5532.3599
    214.9000    5707.7300    6656.3979    5451.8408    5567.9927    5532.8740
    215.0000    5720.8369    6660.4575    5452.3125    5578.4956    5530.3013
    215.1000    5723.5522    6660.3184    5451.7939    5584.2871    5534.3740
    215.2000    5724.3677    6664.5532    5454.4541    5576.2373    5550.0132
    215.3000    5727.0376    6681.4316    5455.8193    5577.3926    5557.9683
    215.4000    5740.1748    6693.4414    5449.8276    5577.6782    5562.6074
    215.5000    5741.4282    6708.6255    5440.7534    5571.4062    5558.5273
    215.6000    5734.5405    6718.3394    5444.5522    5578.7656    5562.8716
    215.7000    5742.3521    6733.3574    5451.3081    5592.2588    5567.7979
    215.8000    5755.8252    6746.5601    5459.8301    5603.6494    5569.1113
    215.9000    5762.2876    6758.3286    5456.6992    5609.9375    5568.2773
    216.0000    5767.8740    6760.9053    5447.9819    5612.7148    5567.1978
    216.1000    5771.5581    6767.1875    5447.7261    5623.6992    5572.8853
    216.2000    5775.8716    6775.8394    5447.4561    5621.8496    5570.9932
    216.3000    5774.8823    6774.8530    5457.4907    5625.1240    5566.0039
    216.4000    5773.8428    6772.4370    5461.2310    5627.9492    5570.0801
    216.5000    5773.5479    6780.3760    5462.8838    5623.7100    5570.0254
    216.6000    5766.4399    6784.8193    5455.8530    5624.0811    5575.2651
    216.7000    5766.7061    6806.2905    5456.1782    5626.7368    5600.1348
    216.8000    5781.4351    6815.3794    5462.3169    5632.8433    5613.9668
    216.9000    5778.8979    6808.8848    5461.7617    5643.6787    5613.5776
    217.0000    5789.1460    6813.3198    5464.7617    5640.4604    5607.4224
    217.1000    5796.7944    6817.4912    5469.2964    5637.6367    5599.4375
    217.2000    5797.6426    6814.8438    5468.3623    5637.9131    5597.0059
    217.3000    5802.5474    6815.0303    5460.4932    5634.4917    5589.8252
    217.4000    5810.3125    6812.1226    5468.1470    5628.6626    5591.3481
    217.5000    5814.1602    6801.8994    5462.8657    5626.4839    5591.7314
    217.6000    5825.6167    6799.6533    5464.5449    5624.4209    5596.7939
    217.7000    5817.9644    6801.6089    5463.6689    5618.5679    5596.3584
    217.8000    5810.2637    6795.2363    5463.0464    5625.2583    5611.1597
